Crime ID,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
f9e2123f027e4612b96cad7aa143f6d06d53d760fb4f03ddbfb5b3da05711cb4,City of London Police,City of London Police,-0.080376,51.517244,On or near Supermarket,E01032739,City of London 001F,Local resolution
722db2bb68550c19bb39c4d21e3b2b7b289949ca3bb8fc9c7adc2368e6d2a3f9,City of London Police,City of London Police,-0.084566,51.51769,On or near BLOMFIELD STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
ed22336fffa6d540ffae94632fef9481678602199dc1bd88d4c47e46da41664f,City of London Police,City of London Police,-0.084566,51.51769,On or near BLOMFIELD STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
ffca690e073a390168b41ae2d9f8fffca99a679eeb3ee1e7bb2a8e932d0102aa,City of London Police,City of London Police,-0.102502,51.516165,On or near GREEN ARBOUR COURT,E01032740,City of London 001G,Investigation complete; no suspect identified
fd58d66ad57a9be81e1bb2ed6c5d52cad8a29f8e75cdc9d48b5fe6282a0f5c5a,City of London Police,City of London Police,-0.104621,51.512692,On or near Supermarket,E01032740,City of London 001G,Investigation complete; no suspect identified
e2e21887455a3197f2a549d8ed64dc2aceec49e9e98d431256c0c6409da35ad8,City of London Police,City of London Police,-0.09586,51.52166,On or near FANN STREET,E01000003,City of London 001C,Investigation complete; no suspect identified
7050c1402eaa53e5e32f07f08bf6c0b481507a54875e5c61d1654107509c3f40,City of London Police,City of London Police,-0.082571,51.514753,On or near GREAT ST HELEN'S,E01032739,City of London 001F,Investigation complete; no suspect identified
33990d554297fa426a6fe05133ade1919c93f18a392abb89e53ef326eb94bc22,City of London Police,City of London Police,-0.093629,51.515005,On or near MILK STREET,E01000002,City of London 001B,Investigation complete; no suspect identified
07a3bc4a5ffd60577defa34495a010284c83dc048c42af0971e8d377307eea87,City of London Police,City of London Police,-0.073152,51.512206,On or near MANSELL STREET,E01000005,City of London 001E,Investigation complete; no suspect identified
d6e91574c5dd345dcc7f103e18202e408b2ea2f27ec22f1b6d2f58541a079e07,City of London Police,City of London Police,-0.106922,51.514204,On or near FLEET STREET,E01032740,City of London 001G,Investigation complete; no suspect identified
10a49f55f687fac51d773735f5bd1055554622248f54e99bcd16ccdf1ddfc9bb,City of London Police,City of London Police,-0.091151,51.514992,On or near GRESHAM STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
1b859b4abb2501b1c0b4299435687d6eb3a2410365f0862bc66a3c0224601e5a,City of London Police,City of London Police,-0.092719,51.512652,On or near QUEEN VICTORIA STREET,E01032739,City of London 001F,Offender given a drugs possession warning
fa3ad5a1141ac376bf7d09b18af390e0ed3ab7ef0baf67565a332e0f4e65fda5,City of London Police,City of London Police,-0.095892,51.516391,On or near NOBLE STREET,E01000001,City of London 001A,Suspect charged
fb3c3951bfe8be8c4eebc1d821c3dba53e7af174a9851cb8e9a6e30b35453653,City of London Police,City of London Police,-0.082913,51.513463,On or near LEADENHALL STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
2602acdf692f3bd8d8a2ce02cf1192a502759e6dfed2520cda0fe096940474ba,City of London Police,City of London Police,-0.08531,51.518511,On or near ELDON STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
dcbb0f459bfe860f25c452fa99a18500f196f36b7c54980880a442364b33f012,City of London Police,City of London Police,-0.080318,51.520678,On or near PRIMROSE STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
1edc8c60cdd3d3f32e280cfbe30baf1be426481f3eaed75ff2649db5dbb29089,City of London Police,City of London Police,-0.088393,51.511332,On or near ABCHURCH LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
fe27b31d8e08c446738a1bbe11d7574e325df13de94c9531e930d415490ebf6f,City of London Police,City of London Police,-0.08162,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Investigation complete; no suspect identified
a624e404712139d47b6d0f5f78cc3a4b406a554a3c13188ae820eef598448d09,City of London Police,City of London Police,-0.086278,51.509876,On or near FISH STREET HILL,E01032739,City of London 001F,Investigation complete; no suspect identified
e65141d742ef94c74ca17f66ba1f8b7b5c5f09fe032412de3c1eb837bd4439f4,City of London Police,City of London Police,-0.085086,51.515621,On or near AUSTIN FRIARS SQUARE,E01032739,City of London 001F,Suspect charged
89a630c5aca84d58099f7ddc3f8a7886882cf97d517097a5d547e23a783a215d,City of London Police,City of London Police,-0.086764,51.510307,On or near FISH STREET HILL,E01032739,City of London 001F,Investigation complete; no suspect identified
5934df172076665e8a652f6de3de5b4ddfe12b7cd70b45738e768245a5373131,City of London Police,City of London Police,-0.08776,51.517149,On or near LONDON WALL,E01032739,City of London 001F,Investigation complete; no suspect identified
afaba833b78f67273f01a6c2781ed169e6e67667b2daca39ddeb34ce4cfdc8e5,City of London Police,City of London Police,-0.073254,51.512856,On or near MANSELL STREET,E01000005,City of London 001E,Unable to prosecute suspect
021318bf1c51a4c218d7200a70fc8ecaf34012911e440dd1ff8c7a42fa270d61,City of London Police,City of London Police,-0.092625,51.513865,On or near CHEAPSIDE,E01032739,City of London 001F,Investigation complete; no suspect identified
4447c9c6184d26e32f6b5a965aa9330075c8f82ee2f7ea5ba7c6068964d6b4c9,City of London Police,City of London Police,-0.094758,51.512829,On or near Nightclub,E01032739,City of London 001F,Offender given a drugs possession warning
60eb0b583c2c467bb68c92aa2d296a16ae4f4e2a8d44bf4af9cf98c95488aca0,City of London Police,City of London Police,-0.092719,51.512652,On or near QUEEN VICTORIA STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
319ab6fa53a7801b07c22545b5798e138dc408cd48a5143df34d553cbbf7bc01,City of London Police,City of London Police,-0.082965,51.516351,On or near WORMWOOD STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
64d9e178aa069d8778d8be86ce3ce9868cdc32f1d7f50d97c469e0f816a495c2,City of London Police,City of London Police,-0.098777,51.512526,On or near KNIGHTRIDER STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
59fbe3f8ecb3fbfaf4e2ca7bf5fbe18984d634cfe775f36b4d6e0fcbff6897ba,City of London Police,City of London Police,-0.08776,51.517149,On or near LONDON WALL,E01032739,City of London 001F,Investigation complete; no suspect identified
03dd4ba6d3388bc74fb4115ba73c9c60ec7af18e81bb71de13393405a454b594,City of London Police,City of London Police,-0.086051,51.513569,On or near FINCH LANE,E01032739,City of London 001F,Unable to prosecute suspect
b7ddad9a69f2b9c32b4b154ed9254c0bbb5e58042e44223733561dbbca22107d,City of London Police,City of London Police,-0.093933,51.519812,On or near Conference/Exhibition Centre,E01000002,City of London 001B,Investigation complete; no suspect identified
e5146b30515feb25cd2fe74bfed35bceb36f067f4f97dae69c3f620cbab4dad5,City of London Police,City of London Police,-0.084566,51.51769,On or near BLOMFIELD STREET,E01032739,City of London 001F,Suspect charged
2d1843be9064d73bf211334849c6352b2572bd119b03c021d6060e5617a7bc78,City of London Police,City of London Police,-0.082965,51.516351,On or near WORMWOOD STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
ac68f702ce559107fa2c5b0b2a3053e74a0045f8fcd3a02ae69cb05909e595ec,City of London Police,City of London Police,-0.086416,51.516191,On or near THROGMORTON AVENUE,E01032739,City of London 001F,Offender given a caution
fd2ceb00fb66c9b92d922d8f719a707ca4d74200ffcf648db13633647a12c4eb,City of London Police,City of London Police,-0.097053,51.518262,On or near ALDERSGATE STREET,E01000001,City of London 001A,Investigation complete; no suspect identified
3f9b2ba26b23f3793ee1b52d915955f0ce40bc66d5c7670b147273f31074cd0a,City of London Police,City of London Police,-0.073152,51.512206,On or near MANSELL STREET,E01000005,City of London 001E,Suspect charged
28accdff363300fd6c7478c5068204cb1165374c188599ca4893f61f7b5c55e1,City of London Police,City of London Police,-0.084201,51.510949,On or near PHILPOT LANE,E01032739,City of London 001F,Offender given a caution
86d53330253d885abc73dda2c683aac43fa54dda1aae31135d7579e7823c4888,City of London Police,City of London Police,-0.08498,51.516078,On or near GREAT WINCHESTER STREET,E01032739,City of London 001F,Suspect charged
6b71b64b9d165df60f9ba4c18d0fd1e89cc6fd017ddd814c147252372966d0d6,City of London Police,City of London Police,-0.079674,51.514409,On or near BURY STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
5faa3a4e1fb9578927981501b747858c0c7b6dae8b8f3181a0090e9ada6eef22,City of London Police,City of London Police,-0.101345,51.518709,On or near Parking Area,E01032740,City of London 001G,Investigation complete; no suspect identified
90a6182e83564698d0d6bf26772aac3cea533b5ff075fc1334ef52e094ddae61,City of London Police,City of London Police,-0.082965,51.516351,On or near WORMWOOD STREET,E01032739,City of London 001F,Suspect charged
