Crime ID,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
e36871e025c980444d3c978fff73585a684d8e2e61d0976c5866c01eb3a96a36,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Suspect charged
bf05ed44cc5ec5a9acf2f205daa4f1bf0669baa54702721eb67da2fc8ca6c362,City of London Police,City of London Police,,,No location,,,Defendant found not guilty
c0b228709d31fa549c851eb8de6ecf9f5429eff8232de52e33ce678817322ac8,City of London Police,City of London Police,-0.110735,51.517836,On or near Further/Higher Educational Building,E01032740,City of London 001G,Offender sent to prison
a28485d5c98c5d9774fb44e3fd70ec93f925400ddfeb48333e36fbe3780f6303,City of London Police,City of London Police,-0.097645,51.515142,On or near ST MARTIN'S LE GRAND,E01032739,City of London 001F,Offender given conditional discharge
578935fabafce1f7fe222164143203259d53d83614d7e54b9d9a7a42c4bf288d,City of London Police,City of London Police,-0.090348,51.519358,On or near MOOR LANE,E01000002,City of London 001B,Offender given conditional discharge
161c948c3cdc1d287f029fc04f97f715deae1f5c81345d51a7d9b2d9213eeb03,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Offender given suspended prison sentence
ff60da83b557bcd3269ca969fb1128920d260e83f887cde176c200816ec42b58,City of London Police,City of London Police,-0.097929,51.52181,On or near GLASSHOUSE YARD,E01033490,Islington 022H,Offender sent to prison
6777f4f42333762402624e336cb8642fc4c21f3f028d6611909e0a8f3ec55ba0,City of London Police,City of London Police,-0.100179,51.514158,On or near Shopping Area,E01032739,City of London 001F,Offender fined
ab1c1cf0c157a16f4b72332faeb02b304d29be49a481be7cee5bf27cdb95f8c2,City of London Police,City of London Police,-0.080376,51.517244,On or near Supermarket,E01032739,City of London 001F,Offender given suspended prison sentence
dda7feba142b53b67a6ac1c0a2d57fa7838b98ed5ef74714f97a4d5906c2fd8d,City of London Police,City of London Police,-0.096363,51.513377,On or near NEW CHANGE,E01032739,City of London 001F,Offender given community sentence
c12bc8a07c8e19b4a9c42d4c9e562fcdaab78d53c13ac6aedcd3cc6459b818fd,City of London Police,City of London Police,-0.092865,51.510182,On or near Parking Area,E01032739,City of London 001F,Offender given community sentence
0cc8eb663870764f8d8543d1a8323fbaad9a0c9804a955c1b9aa82f123295962,City of London Police,City of London Police,-0.073065,51.51118,On or near GOODMAN'S YARD,E01000005,City of London 001E,Offender given conditional discharge
5bac06bcd17c2ac19f3f409a75c79989e05d9b29b18466b3725159be1b88d74b,City of London Police,City of London Police,-0.075196,51.512609,On or near ST CLARE STREET,E01000005,City of London 001E,Offender given community sentence
16e720ec061fe4350e52412e5dbd660dbe19c07bc9739d5f019cfffdd5070e89,City of London Police,City of London Police,-0.097645,51.515142,On or near ST MARTIN'S LE GRAND,E01032739,City of London 001F,Defendant sent to Crown Court
747c835c4d0f2c367c44af63a4a49eeeccb6c35dadc5799bd7f3c039f01c2a37,City of London Police,City of London Police,-0.083086,51.511407,On or near ROOD LANE,E01032739,City of London 001F,Offender given community sentence
a32ef07da84348f108b40084c17aa7bc7ebca710dc69e7635b6fc4b154d62bcc,City of London Police,City of London Police,,,No location,,,Offender sent to prison
f42a1154501bbcb2e6a641a340c977dbed1d39f084cc95864c32b4403ade13eb,City of London Police,City of London Police,-0.075196,51.512609,On or near ST CLARE STREET,E01000005,City of London 001E,Offender given community sentence
72e27821dbf78363c0ac7162e3280c22b772e6eec108ece5ee02eec0bbf7c15c,City of London Police,City of London Police,-0.097645,51.515142,On or near ST MARTIN'S LE GRAND,E01032739,City of London 001F,Offender given suspended prison sentence
4ed9e2a39b31dcaee289a501f0b474fc0ea8c84e992d1695a2672fe9101707d6,City of London Police,City of London Police,-0.096363,51.513377,On or near NEW CHANGE,E01032739,City of London 001F,Offender fined
3ca470c18afb80f84d763d4fa14cd50f4dbe3efb691e6b0d32ef59de7d4f72d8,City of London Police,City of London Police,-0.099818,51.519017,On or near CLOTH FAIR,E01032740,City of London 001G,Offender given community sentence
b489558e187ccb6e1b1d06e1bfba3a81f7afcf18432fb3eff6da487e7c4ef3c0,City of London Police,City of London Police,-0.077224,51.516122,On or near Shopping Area,E01000005,City of London 001E,Offender fined
7f293e312c87b119be13352fe897888dbb151b774de6c752d9607b0a102d005c,City of London Police,City of London Police,-0.097334,51.521567,On or near FANN STREET,E01000001,City of London 001A,Offender sent to prison
632a5f821264a928dd65b31aad9b969067079edb9613cebabc6506e36e09d26e,City of London Police,City of London Police,-0.099436,51.519901,On or near HAYNE STREET,E01032740,City of London 001G,Offender given community sentence
86d58f708cab5aa85f82a408e9003b4cd8e71d499dc1e88b84712c04ddf5e73c,City of London Police,City of London Police,-0.080376,51.517244,On or near Supermarket,E01032739,City of London 001F,Offender fined
a32ef07da84348f108b40084c17aa7bc7ebca710dc69e7635b6fc4b154d62bcc,City of London Police,City of London Police,,,No location,,,Offender sent to prison
51db99f42eb238467927d3bb4fdf647b4adfa0c135ada7f316fbf192e981443c,City of London Police,City of London Police,-0.073152,51.512206,On or near MANSELL STREET,E01000005,City of London 001E,Court case unable to proceed
1a3d399ee2722fac3a7235c6293dd362ca419e0b720418a5644f4eba56185a33,City of London Police,City of London Police,-0.0773,51.512607,On or near CARLISLE AVENUE,E01032739,City of London 001F,Offender ordered to pay compensation
e44ea08877186cbde2542720c88490ca3f8d6814bbefd787a5b7ae11c64dc2fe,City of London Police,City of London Police,-0.098777,51.512526,On or near KNIGHTRIDER STREET,E01032739,City of London 001F,Offender fined
2d9975dbb5732c1ff7cb5398cf22bb7d2dbfdcf40eb30171e950e4685d22e965,City of London Police,City of London Police,,,No location,,,Offender sent to prison
8987e470f655b634d9468f627ae59927e005308558db501e74502bfea4f20d3f,City of London Police,City of London Police,-0.098138,51.520609,On or near CARTHUSIAN STREET,E01033490,Islington 022H,Court case unable to proceed
8adbc476ef719a0bffe49809918bc3f5a87a13f608d0ffa7862ef2346f62574e,City of London Police,City of London Police,,,No location,,,Offender sent to prison
90a6182e83564698d0d6bf26772aac3cea533b5ff075fc1334ef52e094ddae61,City of London Police,City of London Police,-0.082965,51.516351,On or near WORMWOOD STREET,E01032739,City of London 001F,Offender given suspended prison sentence
a7c2711f6e2557b9de5b572bf0b1282635c4e3e1fbccd0d225d32bf7e27f6952,City of London Police,City of London Police,-0.101794,51.516207,On or near NEWGATE STREET,E01032740,City of London 001G,Offender fined
a32ef07da84348f108b40084c17aa7bc7ebca710dc69e7635b6fc4b154d62bcc,City of London Police,City of London Police,,,No location,,,Offender sent to prison
408faa42027c685f2d66027a5341b9d4da3717687d66de35d5efc8e58b0dc454,City of London Police,City of London Police,-0.094464,51.512959,On or near WATLING COURT,E01032739,City of London 001F,Offender given a caution
1284e73b0854f6b8a46f188ad2868faf41c41ebaa70705d9e0df2b4753e34f31,City of London Police,City of London Police,-0.084095,51.5169,On or near NEW BROAD STREET,E01032739,City of London 001F,Offender given a drugs possession warning
c5a6a843e02b3f4b5839be2e4cc91bf5d6c71a8cae36b05b8890e11ea151736f,City of London Police,City of London Police,-0.104281,51.516032,On or near BEAR ALLEY,E01032740,City of London 001G,Offender given a drugs possession warning
3aa38836df0ccd84a9a8633c35177b036f63292094f6f60c0fa81a8a1de137b1,City of London Police,City of London Police,-0.082913,51.513463,On or near LEADENHALL STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
329807f424178e775a77ef0aed0380cc3b611c6b195f903af230eda65829d000,City of London Police,City of London Police,-0.074901,51.506255,On or near A100,E01004293,Tower Hamlets 027B,Investigation complete; no suspect identified
5376673f01fda90ba73c0990aa7c0121d118a23d7251249772efad3ee3727864,City of London Police,City of London Police,-0.100884,51.516966,On or near Hospital,E01032740,City of London 001G,Investigation complete; no suspect identified
52094b58d0f05e26453bea1c60676a55a3be32f627c7fdf79c528dc466d6e037,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
6d0866a10a4161435d23d8b289bf83aca572a4b9a0ab3519d175c83d9f5755b4,City of London Police,City of London Police,-0.0954,51.515753,On or near Conference/Exhibition Centre,E01000002,City of London 001B,Investigation complete; no suspect identified
f8071975afab913d18c1dbab7733d80c444e42f78bdf89a64ad975373afcb83f,City of London Police,City of London Police,-0.092297,51.518949,On or near Park/Open Space,E01000002,City of London 001B,Investigation complete; no suspect identified
a67fa49f7f2b34a4c9158f3c033ccd2c1a3c5f414be6b17cd4ae1ca63cf5adf7,City of London Police,City of London Police,-0.101395,51.510913,On or near BLACKFRIARS UNDERPASS,E01032739,City of London 001F,Investigation complete; no suspect identified
a39cdd047f1269116cbc364b5b8264eaa3f2cbf9e0b4d4b746bae2e781808b21,City of London Police,City of London Police,-0.083587,51.512171,On or near LIME STREET PASSAGE,E01032739,City of London 001F,Formal action is not in the public interest
669ba8c3ceac76c30e44492a224529982b785616d6b15921f8d96be96d613191,City of London Police,City of London Police,-0.083086,51.511407,On or near ROOD LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
428fb0fb14a5191eca3b4d4d5a8521b4402d6d137782da3ae6a0dba3cffd84ba,City of London Police,City of London Police,-0.099907,51.512031,On or near QUEEN VICTORIA STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
8dabf508d85b130e66c77e93f68b7bcb248faa4ce00bbb6a48f0bc993c00b34e,City of London Police,City of London Police,-0.080665,51.509344,On or near Pedestrian Subway,E01032739,City of London 001F,Investigation complete; no suspect identified
fe5f0a419fea35883eecc197847f43207ef3ddeeb8471c19a95d84145d2ebb66,City of London Police,City of London Police,-0.079011,51.509614,On or near Pedestrian Subway,E01032739,City of London 001F,Investigation complete; no suspect identified
69c62972b6c30ef6a70c17e70809519866de48bb3ac71f0832749fffe0dce227,City of London Police,City of London Police,-0.096643,51.512545,On or near DISTAFF LANE,E01032739,City of London 001F,Unable to prosecute suspect
a74f5238165ed9f0936ed2c63319a4440efccd7efacf840955c277fc5ea16526,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Investigation complete; no suspect identified
5024417951ab5727a4d7012c92161685e9406dd5f08866996d5b7928297cf488,City of London Police,City of London Police,-0.082571,51.514753,On or near GREAT ST HELEN'S,E01032739,City of London 001F,Investigation complete; no suspect identified
c98265891142951278b23c73d546de5bfe1dc8fcf5ff74662d5b73db264cdc2e,City of London Police,City of London Police,-0.101055,51.513552,On or near CREED LANE,E01032739,City of London 001F,Unable to prosecute suspect
92350fee72fb4b3ab1be5b87ac973e805c1764200a4da89c8e706b06ca14c988,City of London Police,City of London Police,-0.094464,51.512959,On or near WATLING COURT,E01032739,City of London 001F,Investigation complete; no suspect identified
a8913abd1a34b8d95fa36e1f9ff2c48068009d2d2086687e6a94c9411eee549f,City of London Police,City of London Police,-0.083972,51.510549,On or near LOVAT LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
f2da78c98a9813243f48e3479cd2cacf6a5adb0c3ec738db18f73f86bc4936d9,City of London Police,City of London Police,-0.085149,51.517196,On or near BLOMFIELD STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
84ae6b45e5802079de3559292291100814bfc9da1751bc802efe07f28a109796,City of London Police,City of London Police,-0.081516,51.510014,On or near GREAT TOWER STREET,E01032739,City of London 001F,Unable to prosecute suspect
ef450d3e1369b3d6bc71da85796524cda9a394ba0a43a958e9a2e96aa8d46c5e,City of London Police,City of London Police,-0.078856,51.518433,On or near ARTILLERY LANE,E01032739,City of London 001F,Suspect charged
6ff87dfad97a6f4943da1cc977fe8007ce1603e35f1bf48c3d4397e9ccdb9aee,City of London Police,City of London Police,-0.096348,51.515472,On or near FOSTER LANE,E01000001,City of London 001A,Suspect charged
45cf817b1b119ba04f22890be4534abb671ffface37089adf05f79173215b1b8,City of London Police,City of London Police,-0.084618,51.512682,On or near GRACECHURCH STREET,E01032739,City of London 001F,Offender given a caution
4edd993e017561bef9a8e2c3b851de13a92b7466ae5019c6e442796eff6cfff9,City of London Police,City of London Police,-0.100179,51.514158,On or near Shopping Area,E01032739,City of London 001F,Investigation complete; no suspect identified
a368d8d0067c11e0a32d0d74be1984a44aa0dd6347b76284131b20cbf4933f42,City of London Police,City of London Police,-0.082913,51.513463,On or near LEADENHALL STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
424a1cc565ab1803fccc8a739ac9076209e3fe81bae13300b090e6ab585b1c02,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
1ddd0f7c95f9523e042f089ae8ef8f5ca374a6ea9dc6d705c7a641b8abc3eecf,City of London Police,City of London Police,-0.100884,51.516966,On or near Hospital,E01032740,City of London 001G,Investigation complete; no suspect identified
dc8d72c69745e6a61e13e63cb9139ff6d1845ab8e61783fa2b68d60498c1f4d6,City of London Police,City of London Police,-0.111181,51.516476,On or near CURSITOR STREET,E01032740,City of London 001G,Investigation complete; no suspect identified
7a6229a2daf81e2cfe35770e9deacf4ffa82495cd15911058947f0ee4f080db1,City of London Police,City of London Police,-0.100884,51.516966,On or near Hospital,E01032740,City of London 001G,Investigation complete; no suspect identified
7a9854e0558d4058a4f49734ff34f77ebe35181b183be7b47e0e3633ab07eb46,City of London Police,City of London Police,,,No location,,,Suspect charged
1bb5c5a703826afd7b39b4749e68e4eb0909ce30f85de5e6788ed82d0ec0c7a2,City of London Police,City of London Police,-0.083086,51.511407,On or near ROOD LANE,E01032739,City of London 001F,Suspect charged
1188273cd4c3cc05b8efe1ebbb45413d9cdfb5418487dd8c7c580d9a2fbe8cba,City of London Police,City of London Police,-0.107147,51.51713,On or near ST ANDREW STREET,E01032740,City of London 001G,Suspect charged
95b54083ab2a5fc12ebb13f7c293b6ae758062282b1147ac67995dd4b57bb9dd,City of London Police,City of London Police,-0.093257,51.51392,On or near BOW LANE,E01032739,City of London 001F,Suspect charged
05a46d41e0c9d899d1083f94b91ca12d52fc58506779c4a46d339bb102c53b77,City of London Police,City of London Police,-0.080376,51.517244,On or near Supermarket,E01032739,City of London 001F,Suspect charged
9469c691538d8e6630670ebf5a30be47df49fa0359f5e91ff6bd6370a7212444,City of London Police,City of London Police,-0.085257,51.5112,On or near TALBOT COURT,E01032739,City of London 001F,Suspect charged
999e7804117a0f8ecf011592c2637c31fe2a8461a572f882bf524011a8ca8fdc,City of London Police,City of London Police,-0.104281,51.516032,On or near BEAR ALLEY,E01032740,City of London 001G,Suspect charged
b6d8d27a4fbf9cd80dffd5f7f63bdaf9fe7dcc355ddc26e71158a98208fd90e5,City of London Police,City of London Police,-0.090203,51.511118,On or near SCOTT'S YARD,E01032739,City of London 001F,Investigation complete; no suspect identified
3dea6a53a427c3d201cc784486f570fef747d6caf187212a6cf2429f866d9c02,City of London Police,City of London Police,-0.085669,51.5151,On or near AUSTIN FRIARS,E01032739,City of London 001F,Investigation complete; no suspect identified
0506564f38fd920293f396382912a8f7292c9a0a584e063925f4a29103845209,City of London Police,City of London Police,-0.09586,51.52166,On or near FANN STREET,E01000003,City of London 001C,Investigation complete; no suspect identified
dfff1035257920766e3b687fa9ca4a3352454811960b3b2f93dc91cc8e76bf1f,City of London Police,City of London Police,-0.084723,51.514986,On or near Conference/Exhibition Centre,E01032739,City of London 001F,Investigation complete; no suspect identified
e401d04fc4d53f7ef62180683795c11ab263a60863e0fb332fe138047a055c0b,City of London Police,City of London Police,-0.227245,51.518413,On or near CAVERSWALL STREET,E01001874,Hammersmith and Fulham 001A,Investigation complete; no suspect identified
5ae304401ceecdca7ec9049dbffdcf95e653bdeb76fd42aad5d056bb4fb27fe9,City of London Police,City of London Police,-0.083086,51.511407,On or near ROOD LANE,E01032739,City of London 001F,Suspect charged
c13973fb333dd427187b362e91b3004477799733321af3f454b68f8b6b4ece8c,City of London Police,City of London Police,-0.105134,51.513869,On or near BRIDE LANE,E01032740,City of London 001G,Investigation complete; no suspect identified
ac2270baab69db1a6a19bde98f34c062be21c4a6142394a0c7dadfbcb995d262,City of London Police,City of London Police,-0.107148,51.511879,On or near TALLIS STREET,E01032740,City of London 001G,Investigation complete; no suspect identified
149ae0a632a165008b06ef0391a2a690651db2ad0e7472f7d359d5a6e98662ba,City of London Police,City of London Police,-0.081091,51.516014,On or near CAMOMILE STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
3084760fad93f1e501394e7046a06a27a448e11baa2ffb1fac91a014d084c2d2,City of London Police,City of London Police,-0.109155,51.516668,On or near FETTER LANE,E01032740,City of London 001G,Unable to prosecute suspect
810a2e175949ddf4cfeb40750c03d8db23acce0004122be8fcc5f25a3107fab8,City of London Police,City of London Police,-0.081091,51.516014,On or near CAMOMILE STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
4faba288001345c673152b0c9fdc6713ff2377769d3ad550de1d31684bd3a89e,City of London Police,City of London Police,-0.085355,51.510563,On or near PUDDING LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
3b3260433d288c25f744910d54871ab9c8f3203ce7372c345f5f9fd53489b46e,City of London Police,City of London Police,-0.101959,51.513297,On or near CARTER LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
066fde1d0ca776106428f6766a44f83cf80fa5343c984d8d30bd01e9d7f7d80e,City of London Police,City of London Police,-0.080318,51.520678,On or near PRIMROSE STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
7d6f9422a34b6d9d03447c4837c052b75ff636e4a59b833b3252740d284da7e2,City of London Police,City of London Police,-0.092723,51.517032,On or near ALDERMANBURY SQUARE,E01000002,City of London 001B,Investigation complete; no suspect identified
133dbbcb534e5f94ce9b6a4bfed98ab6b98ed60c97a4c6d5f2e9ece9f67a3b17,City of London Police,City of London Police,-0.093465,51.514463,On or near RUSSIA ROW,E01032739,City of London 001F,Investigation complete; no suspect identified
3e5549becdef0260dc439cf79494812828d8b47f2b23146bc8713f935d5702c3,City of London Police,City of London Police,-0.074793,51.511208,On or near Pedestrian Subway,E01000005,City of London 001E,Investigation complete; no suspect identified
3f5cb4fbfe07cbc653a9adcd0a06c30fe732568fa0b732630741a9fbdf5d72ca,City of London Police,City of London Police,-0.074901,51.506255,On or near A100,E01004293,Tower Hamlets 027B,Offender given a drugs possession warning
662200670ae3371f7c5a7bf0ae0314139499971402ea796ab52c63ef69f04451,City of London Police,City of London Police,-0.109826,51.516814,On or near NORWICH STREET,E01032740,City of London 001G,Investigation complete; no suspect identified
ddecbace5422a550cfd193ccce7cdb250c20d4d450461537cd4da240d5f30935,City of London Police,City of London Police,-0.104621,51.512692,On or near Supermarket,E01032740,City of London 001G,Investigation complete; no suspect identified
45d4707b22d6ef515d1d164da88eb04db0ba8d30b840c31fdb66372436aa1a69,City of London Police,City of London Police,-0.098777,51.512526,On or near KNIGHTRIDER STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
737669424bbbb487c0958f4dc06e19bde8154dee92de9f5ec04dbc38963e3ee7,City of London Police,City of London Police,-0.096363,51.513377,On or near NEW CHANGE,E01032739,City of London 001F,Investigation complete; no suspect identified
ec5cf5d536e11ad928c0ecc7f39797e8ebb7649fc8883226b604d8fd7d6c08e6,City of London Police,City of London Police,-0.084095,51.5169,On or near NEW BROAD STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
4a32205b1422433c4955436e0531dd4cf834c68676d0fb8bb6b8a1c7b646ae66,City of London Police,City of London Police,-0.081516,51.510014,On or near GREAT TOWER STREET,E01032739,City of London 001F,Unable to prosecute suspect
9dfba4a95e4ec20597aab4a0a7e20c8665d353fe15499637b9ba93d2acb78327,City of London Police,City of London Police,-0.078484,51.51768,On or near CATHERINE WHEEL ALLEY,E01032739,City of London 001F,Investigation complete; no suspect identified
cbe7867eb810be1c1e70fea051fb26ae9697f51d0cd53639cda67863423c75cc,City of London Police,City of London Police,-0.108965,51.516386,On or near PLOUGH PLACE,E01032740,City of London 001G,Investigation complete; no suspect identified
7dc8192512882b951160019c5347d65e743425f089d95881fc6a0f1282fbcaa8,City of London Police,City of London Police,-0.082571,51.514753,On or near GREAT ST HELEN'S,E01032739,City of London 001F,Offender given a drugs possession warning
667362dc6d0f2a356093c678690e65549c480a5f7a53b76487408d99736a60a4,City of London Police,City of London Police,-0.093465,51.514463,On or near RUSSIA ROW,E01032739,City of London 001F,Suspect charged
f573e5300c0db540b3f4e5d9a52161700469cfaf466adb9162d62c4e9a4c4559,City of London Police,City of London Police,-0.076435,51.513627,On or near ALDGATE,E01000005,City of London 001E,Unable to prosecute suspect
2a9af88a9e35e8b0633330311a386d8844f9544d555856b20f879dc37a6c3895,City of London Police,City of London Police,-0.085355,51.510563,On or near PUDDING LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
bf301f3478e47d0be07c92a397b2aa73edc2cdc5ea32cba29532f3445c770ee7,City of London Police,City of London Police,-0.103494,51.518654,On or near Shopping Area,E01032740,City of London 001G,Formal action is not in the public interest
34f06520c733625cac2d26f7f509c8771642cb769dd05001e3af1a17df701402,City of London Police,City of London Police,-0.108231,51.513928,On or near PLEYDELL STREET,E01032740,City of London 001G,Investigation complete; no suspect identified
62d9c0b90c65cf0967e0f2cc545f1c48da7866ff147e253dd425e7caec16308b,City of London Police,City of London Police,-0.081516,51.510014,On or near GREAT TOWER STREET,E01032739,City of London 001F,Offender given a caution
19d4a49d405b6890ed977ecbf6a9d17a018d6ac28b4835764fee7b3a1bece39e,City of London Police,City of London Police,-0.096363,51.513377,On or near NEW CHANGE,E01032739,City of London 001F,Investigation complete; no suspect identified
6f5942631443bee4b88a693b183c2ef48d602678e5cead3406982fa1a65dc7b2,City of London Police,City of London Police,-0.07433,51.513647,On or near LITTLE SOMERSET STREET,E01000005,City of London 001E,Suspect charged
148c4468f608eafb01f4a78cc80ef3f8c3824033a41a5407d82359865ba2b8cc,City of London Police,City of London Police,-0.081516,51.510014,On or near GREAT TOWER STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
c81aa463155b644b907fd69a5661dcdc546b4e883beeada5ff5919541a820e75,City of London Police,City of London Police,-0.101575,51.513857,On or near LUDGATE HILL,E01032739,City of London 001F,Investigation complete; no suspect identified
051bc0b9546f63d60cb909f310f370a901d7ed9496dcf1b31a08e09c9052f19a,City of London Police,City of London Police,-0.077224,51.516122,On or near Shopping Area,E01000005,City of London 001E,Unable to prosecute suspect
26c5e723f4b39ed00ba7f727f43f6749a6007315eb34ff3014b617d58e7a6906,City of London Police,City of London Police,,,No location,,,Suspect charged
3c8f498fcd82b097aeb1ef47b401ec811479581d238e998576d5edbacc4852de,City of London Police,City of London Police,-0.084566,51.51769,On or near BLOMFIELD STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
2b341d04c4428a1d536fa6162a1027a5d9de5d972e2e14b53970edd5cbefb050,City of London Police,City of London Police,-0.087549,51.514276,On or near BARTHOLOMEW LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
6ed32b34d96f8c44f4486278cc12dc49410c37527f569391adea6c0353052e16,City of London Police,City of London Police,-0.093969,51.5193,On or near Park/Open Space,E01000002,City of London 001B,Unable to prosecute suspect
b8dcd9bc85ae7931c43952a6051d3cd3bb9d0965d46a5d2491eeddbcb3d06e71,City of London Police,City of London Police,-0.097562,51.518864,On or near Parking Area,E01000001,City of London 001A,Offender given a drugs possession warning
e1ca1926d675485cc1733fa9102a9b11757a3e9f85e053774c8215eb62ee33db,City of London Police,City of London Police,-0.102948,51.512719,On or near PLAYHOUSE YARD,E01032739,City of London 001F,Investigation complete; no suspect identified
65f78854d14a39e7613ce4fbcbeec46602503ef17d5790b80d55ecc9ff4b6c5a,City of London Police,City of London Police,-0.111242,51.516738,On or near TOOK'S COURT,E01032740,City of London 001G,Investigation complete; no suspect identified
1e26c4bf8f08808fd862d6ff13325b764c5be45f15cea178983b72b585f9e677,City of London Police,City of London Police,-0.082811,51.510054,On or near IDOL LANE,E01032739,City of London 001F,Offender given a caution
b1f205ed04ba2cf90de8d318d35f0e048f905c18e064d463f799cf5f8bb00915,City of London Police,City of London Police,-0.086166,51.510828,On or near EASTCHEAP,E01032739,City of London 001F,Suspect charged
e374f48acd77845706f6dd3933d094f534e5ec431b29f23e92f0c9d76427dc03,City of London Police,City of London Police,-0.086272,51.513114,On or near BIRCHIN LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
97fd702d994fc524611b25deddc5fd97998836cceccc500c5c1ccc9b62031cf7,City of London Police,City of London Police,-0.087525,51.510364,On or near ARTHUR STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
3e3144d95404d4443b9c3566f7a236b05619c89094e47c14157af600376ea0a2,City of London Police,City of London Police,-0.080318,51.520678,On or near PRIMROSE STREET,E01032739,City of London 001F,Offender given a caution
a7b11cd8dd001075f084d437761b0b846e4d484714ffe5d30cdbb19ca8934c33,City of London Police,City of London Police,-0.08158,51.52051,On or near PINDAR STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
11dd6a65079dda670e9d4b022b27d27bf4a35e07567dfd190cf8a647cf48eddc,City of London Police,City of London Police,-0.104621,51.512692,On or near Supermarket,E01032740,City of London 001G,Investigation complete; no suspect identified
de7e5c9694778510af9a8845921513a90b8df15e13f173cbe5cefa744c511656,City of London Police,City of London Police,-0.078856,51.518433,On or near ARTILLERY LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
f5e523a7a1a7feea271bc3451e6054ecb3010fa4284bb339121f8f3e482cf5aa,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Suspect charged
b9a1eb95124de6c9913d1bab38ca48ad4371b09d2fcb53e8c9963927e55bbad2,City of London Police,City of London Police,-0.110735,51.517836,On or near Further/Higher Educational Building,E01032740,City of London 001G,Investigation complete; no suspect identified
fb05cafc0f37f03289dad952692d2920f114172dcc7cf8a3679090dbca0f06b4,City of London Police,City of London Police,-0.101794,51.516207,On or near NEWGATE STREET,E01032740,City of London 001G,Investigation complete; no suspect identified
bf05ed44cc5ec5a9acf2f205daa4f1bf0669baa54702721eb67da2fc8ca6c362,City of London Police,City of London Police,,,No location,,,Suspect charged
6898a23ea7a2233ab3efcc3b26e0e8b7e5abced5d7e687c9b9785618652c17af,City of London Police,City of London Police,-0.095892,51.516391,On or near NOBLE STREET,E01000001,City of London 001A,Investigation complete; no suspect identified
12a0132b41ec127d60be6239626ebc244afb58f800439549091eaf6b39f8e9f8,City of London Police,City of London Police,-0.09172,51.513454,On or near Supermarket,E01032739,City of London 001F,Local resolution
73c20790c0cbcc5d29510aa46a64f5112de062703a67e84564455420340d22a1,City of London Police,City of London Police,-0.099907,51.512031,On or near QUEEN VICTORIA STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
33ec456762840816b64f0fdbdc33c7ad97e1bf19fa62b764f3eac1901f4c6cbc,City of London Police,City of London Police,-0.098148,51.517938,On or near ALBION WAY,E01032740,City of London 001G,Investigation complete; no suspect identified
324a40f7da5f81b2f6c96bc6fe3e300173782e3342f40921c53fb7dd3c5fec2d,City of London Police,City of London Police,-0.113767,51.517372,On or near STONE BUILDINGS,E01000914,Camden 028B,Investigation complete; no suspect identified
a6f79e190f888c50e269cdd1923d3132380d8409a636a040c64591e82fe99245,City of London Police,City of London Police,-0.096363,51.513377,On or near NEW CHANGE,E01032739,City of London 001F,Suspect charged
99af03c52d115dbb793c0fc0afefd9f884393d674d3b809bb15b4a068f0b2eb0,City of London Police,City of London Police,-0.082913,51.513463,On or near LEADENHALL STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
ac9bd1ed3e9958a1b22badd7196fc8a6c11623a591b76201816eb210c111cb78,City of London Police,City of London Police,-0.088995,51.512088,On or near ST SWITHIN'S LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
75f9d9e2a0768ea52351360456328d983ab002348ef94d9d99d4d4fa8c9b1edd,City of London Police,City of London Police,-0.107148,51.511879,On or near TALLIS STREET,E01032740,City of London 001G,Unable to prosecute suspect
